2507,0.21230136
2508,0.14814144
2509,0.06497680
2510,0.02328509
2511,0.05920311
2512,0.07574924
2513,0.05188416
2514,0.05794658
2515,0.03602565
2516,0.16899768
2517,0.12621160
2518,0.05632097
2519,0.10356336
2520,-0.00135226
2521,0.09079122
2522,0.08010673
2523,0.07006926
2524,0.06302372
2525,0.19831157
2526,0.03610514
2527,0.03649886
2528,0.05715194
2529,0.03835363
2530,0.10012474
2531,0.06466185
2532,0.01563838
2533,0.03827055
2534,0.06288114
2535,0.11709008
2536,0.05477621
2537,0.03261714
2538,0.00140064
2539,0.09129494
2540,0.04891334
2541,0.05738946
2542,0.07376838
2543,0.08186351
2544,0.08704074
2545,0.11694077
2546,0.10043495
2547,0.02033183
2548,0.04193190
2549,0.11706417
2550,0.01726961
2551,-0.01060294
2552,0.00374433
2553,0.04236008
2554,0.01503862
2555,-0.00687022
2556,0.07971983
2557,0.04426629
2558,0.11269243
2559,0.06658340
2560,0.09169601
2561,0.05548118
2562,0.02201596
2563,-0.00085018
2564,0.04710932
2565,0.07104149
2566,0.05058198
2567,0.01257590
2568,-0.00114561
2569,0.03046531
2570,0.01517003
2571,0.06119290
2572,0.08044232
2573,0.04392381
2574,0.02833675
2575,0.06874312
2576,0.06680042
2577,0.06881634
2578,-0.00694456
2579,-0.01683668
2580,0.06407549
2581,0.04789903
2582,-0.00424347
2583,0.08523507
2584,-0.00246362
2585,0.03656754
2586,0.04591603
2587,0.10357822
2588,0.06647304
2589,0.03116852
2590,0.05263115
2591,0.01889816
2592,0.07840202
2593,0.02205438
2594,0.05372242
2595,0.07206546
2596,0.05410572
2597,0.08698022
2598,0.03366741
2599,0.02574612
2600,0.08727425
2601,0.09222151
2602,0.00458851
2603,-0.00304496
2604,0.00522545
2605,0.05498617
2606,-0.02355097
2607,0.02316737
2608,0.05836573
2609,0.03175230
2610,0.08047369
2611,-0.01714451
2612,-0.01016464
2613,0.08245839
2614,0.10650934
2615,0.00079758
2616,0.07518080
2617,0.07276833
2618,0.13104455
2619,0.00690328
2620,0.03936578
2621,0.08607719
2622,0.06243757
2623,0.09028430
2624,0.04830728
2625,0.08790476
2626,0.03240792
2627,0.02194095
2628,-0.01376784
2629,0.00791900
2630,0.02202773
2631,0.04813428
2632,0.10677403
2633,0.07214175
2634,0.06079015
2635,0.04106823
2636,0.04054559
2637,0.05811396
2638,-0.01117413
2639,0.06986731
2640,0.12993306
2641,0.09635977
2642,0.02887532
2643,0.09670870
2644,0.03304422
2645,0.03170024
2646,0.03362614
2647,0.03642864
2648,0.07055528
2649,0.04513049
2650,0.06031062
2651,0.09964986
2652,0.08530882
2653,0.11888745
2654,0.01415114
2655,0.03272814
2656,0.06517259
2657,0.03890872
2658,0.07764566
2659,0.02716310
2660,0.05104119
2661,0.04952750
2662,0.05957740
2663,-0.02002978
2664,-0.00325774
2665,0.07840348
2666,0.00356477
2667,0.01091861
2668,0.02975290
2669,-0.00167899
2670,0.01930892
2671,0.08736587
2672,0.05975243
2673,0.05339228
2674,-0.00097566
2675,0.06804466
2676,0.04900126
2677,0.05275406
2678,0.02299865
2679,0.00641290
2680,-0.01862867
2681,0.00561909
2682,0.01210247
2683,0.03550643
2684,0.01856463
2685,0.02607966
2686,0.03496521
2687,0.06374270
2688,0.08000391
2689,0.12936127
2690,-0.01274414
2691,0.00683059
2692,-0.01066093
2693,0.02743749
2694,0.11868595
2695,0.01324071
2696,0.05584037
2697,0.05836733
2698,0.07314137
2699,0.04786834
2700,0.03764507
2701,0.09518751
2702,0.02199267
2703,0.05636746
2704,0.08376481
2705,0.10334577
2706,0.05474903
